Listing_id,Review_id,Date,Reviewer_name,Comments
6623339,216930759,2017/12/6,Claire,"My husband and I stayed at Terra's place for one night and absolutely loved it. It's an extremely stylish and spacious apartment in an awesome location.  Terra was extremely responsive and had lots of great tips for local restaurants. For the location and level of luxury the place brings, it is SUCH a better value than the hotels in the area. The bed was extremely comfortable and had the nicest, fluffiest blanket on it!<br/><br/>Thank you, Terra!"
6.34E+17,6.85E+17,2022/8/2,Oluyinka,"This place is amazing. The location, amenities, comfortable, and perfect for our family."
10768745,460950933,2019/5/30,Mark,Always easy and comfortable
28400263,355301389,2018/12/3,Casimir,"What can I say about this place? It was located 5 minutes walk to Albany Medical Center, which makes it ideal for residency or medical school interviews. You have your own room with a porch and your own bathroom, all decorated in a clean and welcoming style. The bed is one of those kinds that once you lay down in it, you never want to leave! The place is super safe and secure. Ed and family are full of recommendations of things to do or places to eat at as well. Lots of oak trees in the area make for good squirrel watching too."
16531782,702170340,2020/10/19,Adam,Lovely and quiet place with a lot of character. Would definitely go back!
5651579,450193367,2019/5/8,Daeha,Highly recommended for those visiting Albany.
42490432,711095994,2020/11/24,Emily,Great place! Definitely recommend. Diana was a great host and she replied back quick with answers to all our questions.
17238066,5.74E+17,2022/3/2,Deepak,Nice place. Lowest price.
28868857,634063243,2020/7/2,Kohlman,Not a bad place to stay! Nice apartment right outside the city.
14316232,633359192,2020/6/29,Rafeh,"Chad's place is very convenient in terms of location, especially if you're working at Albany Med. Lots of good takeout places nearby, and Washington Park is a very short walk."
27833958,7.34E+17,2022/10/9,Adarsh,Colleen's place was perfect for us for a weekend getaway. This house is in a good location in Albany close to everything. Its a quiet neighborhood within close proximity to lot of good restaurants.  Communication with Colleen was quick and great.  Will definitely consider staying in Colleen's place next time while visiting Albany.
42009788,4.43E+17,2021/9/3,Justin,We stayed a month for business and have zero complaints. The place was clean and the host was very responsive.
28868857,421470376,2019/3/9,Ramona,"The home is in an amazing location. Walking distance to the capitol, restaurants and bus depot. The room is huge and quiet. Recommend an eye mask if you need pure darkness to sleep. Water pressure was amazing. Super clean upon check in!"
8.12E+17,8.30E+17,2023/2/18,Ji,Clean house with quiet and safe neighborhoods. Love the design of blackboard and kitchen counter. The restroom ground looks so bright. The only thing is the host just finished the renovation when I live at there so I can smell the paint. But its a nice place that I want back again!
50890336,6.93E+17,2022/8/13,Abbi,"Very helpful! Clean, good location!"
28722270,5.91E+17,2022/3/26,Masana,Great stay! Advertised accurately and amenities were great. Parking spot was perfect and Earl communicated very well. Close to some great food spots and to the capitol.
22431640,420106520,2019/3/5,Cassie,"Great place to stay! Jake's apartment is very clean, quite, comfortable and welcoming. He is also a very responsive and attentive host. Highly recommend staying here"
54128829,7.96E+17,2023/1/3,Lana,"Great location, super clean and very nice and responsive hosts!"
48124042,6.96E+17,2022/8/17,Tracy,"Lovely place , great location, cool and clean."
54128829,8.71E+17,2023/4/16,Kathryn,"The place is gorgeous. Even better than on the pictures. The house is not very big. But it was very comfortable, well designed  and clean. The location is right in the center. The host was very responsive and friendly."
51230498,4.18E+17,2021/7/30,Nick,Sonya was very nice and helpful
9005989,343139408,2018/10/30,Rebecca,"It was very nice staying at Sue's. Very close to everything, withing walking distance that is. I'm a bit irritated about the parking ticket we got. It's not our fault we don't know the area. It should state more clearly what parking arrangements are. We asked Sue, her response was telling us where to  pay it. Not too pleased with that  outcome, will not stay with her again. Other our stay was absolutely wonderful."
35793179,8.33E+17,2023/2/22,Ruby (Oi Ying),"We had a wonderful stay in Albany with Ed and Ann. They are both very friendly, responsive and helpful. Their home is cozy, clean and felt just like a home away from home. Thank you!"
28868857,598099117,2020/1/26,Matresa,"Small, quaint place in the heart of Albany, NY. Great for a short stay!"
48599533,8.38E+17,2023/3/1,Nathan,Nice place with a great view. The building is old but the apartment was clean. The noise from the pipes is a bit loud at times but otherwise a fine place to stay right next to the government building.
32279028,6.49E+17,2022/6/13,Sachin,Lovely house with a welcoming and accommodating host. Highly recommend.
50211226,7.17E+17,2022/9/16,Willem,"A charming and pleasant apartment, with a very comfortable bed. Kitchen had everything I needed. Thank you!"
54369238,7.86E+17,2022/12/19,Charles,Allen was great!!! The place was lovely!! I would definitely stay here again!
19527043,428077332,2019/3/24,Dayna,"Had a great stay! Ed was more than welcoming. Our room was a large space, nice and clean and close to where we needed to be! Had everything we needed and the bed was extremely comfortable. We would definitely stay here again :)"
9005989,5.09E+17,2021/12/3,Brendan,Really conveniently located in a great area! Sugey was quick to respond and very accommodating.
39836487,5.99E+17,2022/4/6,Amanda,Wonderful stay! Comfy and quiet. Location was perfect for us! Thank-you!
45529447,5.42E+17,2022/1/17,Darla,Great Italian Restaurant around the corner.
25549565,304959042,2018/8/10,Christine,"My husband and I came to albany for 1 night and stayed at Janet's place. Wow this place is a great deal! Literally in the heart of the city, walking distance to all the restaurants, coffee houses, pubs, but yet in a quiet and clean location. The unit is very private and has everything 1 or 2 people would need. We will absolutely stay again if we come back to Albany. "
52241973,6.00E+17,2022/4/7,Mike,"great location, comfortable. good cell service (which always isn't the case in garden apartments). good communication. would definitely stay again"
53483727,8.86E+17,2023/5/7,Ola,We felt right at home the moment we walked in. Quiet neighborhood and close to everything. Thanks for having us Brian.
28722270,3.93E+17,2021/6/26,Jamie,"Loved our stay! My partner and I have been long distance for over two years now and have only been able to meet up a few times in each other's towns. We finally made the great decision of meeting halfway in Albany. Earl's space was perfect for getting a late lunch nearby and also close enough to a local grocery and we were able to make French toast for breakfast at the apartment. Everything was really comfortable and my partner loved the stand-in shower. We were able to watch the season finale of our current show, too! Felt very homey. Perfect for a mini get away, we both wished we could have stayed for a few more days to explore Albany."
52611613,7.69E+17,2022/11/26,Chiajung,The house was very cute and cozy! Quite comfortable to stay in with family.
28868857,605110706,2020/2/13,Brett,"Very comfortable, spacious studio unit that was perfect for my stay. It was a short walk from the capital and had everything I needed."
50890336,4.80E+17,2021/10/24,Mikexue,Very clean and nice
